No.,Rule,Rule ID,Query,Tool Output,Correct (Y/N)
112,E007_UnnecessaryGeneralComparison,E007,"select distinct d.phonenum,d.sourcetable,n.fullname,c.fk_applicationid as ref,t.subject,t.createddate from dial d join database.dbo.dm_phonenumbers p on p.phonenum1 = d.phonenum collate latin1_general_ci_as join database.dbo.dm_phonenumbers on p.phonenum2 = d.phonenum collate latin1_general_ci_as join database.dbo.dm_clientapplicants c on c.fk_clientid = p.fk_applicationid join database.dbo.dm_names n on c.fk_clientid = n.fk_applicationid join database.dbo.tasks t on t.fk_applicationid = c.fk_applicationid where c.fk_clientid in (39157,39160) and createddate >= all (select distinct max(createddate) from tasks where phonenum = d.phonenum);",unnecessary general comparison: createddate >= ALL (SELECT DISTINCT max(createddate) FROM tasks WHERE phonenum = d.phonenum),TRUE
113,E007_UnnecessaryGeneralComparison,E007,"select * from yourtable where id >= 4 and id <= coalesce( (select min(id) from yourtable where b = 'f' and id >= 4), (select max(id) from yourtable                          ) );","unnecessary general comparison: id <= coalesce((SELECT min(id) FROM yourtable WHERE b = 'f' AND id >= 4), (SELECT max(id) FROM yourtable))",TRUE
114,E007_UnnecessaryGeneralComparison,E007,select * from users where id >= (select floor((max(id) - min(id) - 1) * rand())  + min(id) from users) limit 1;,unnecessary general comparison: id >= (SELECT floor((max(id) - min(id) - 1) * rand()) + min(id) FROM users),TRUE
115,E007_UnnecessaryGeneralComparison,E007,select foo from bar where id >= (abs(random()) % (select max(id) from bar)) limit 1;,unnecessary general comparison: id >= (abs(random()) % (SELECT max(id) FROM bar)),TRUE
116,E007_UnnecessaryGeneralComparison,E007,"select ename, job, sal from emp where sal >=(select max(sal) from emp where sal < (select max(sal) from emp where sal < (select max(sal) from emp))) order by sal;",unnecessary general comparison: sal >= (SELECT max(sal) FROM emp WHERE sal < (SELECT max(sal) FROM emp WHERE sal < (SELECT max(sal) FROM emp))),TRUE
117,E007_UnnecessaryGeneralComparison,E007,select foo from bar where _rowid_ >= (abs(random()) % (select max(_rowid_) from bar)) limit 1;,unnecessary general comparison: _rowid_ >= (abs(random()) % (SELECT max(_rowid_) FROM bar)),TRUE
118,E007_UnnecessaryGeneralComparison,E007,"select * from customers where cno = ( select cno from ( select count(*) as ordcount, cno from orders group by cno having ordcount >= ( select max(ordcount) from ( select count(*) as ordcount, cno from orders group by cno ) ) ) );","unnecessary general comparison: ordcount >= (SELECT max(ordcount) FROM (SELECT count(*) AS ordcount, cno FROM orders GROUP BY cno))",TRUE
119,E007_UnnecessaryGeneralComparison,E007,select * from table where id >= (select max(id) from table) - 10 order by id desc;,unnecessary general comparison: id >= (SELECT max(id) FROM table) - 10,TRUE
120,E007_UnnecessaryGeneralComparison,E007,select name from world where gdp >= (select max(gdp) from world where continent = 'europe');,unnecessary general comparison: gdp >= (SELECT max(gdp) FROM world WHERE continent = 'europe'),TRUE
121,E008_LikeWithoutWildcards,E008,"update run inner join snp_hgvs set run.comment=concat('rs',snp_hgvs.snp_id) where run.compute not like 'tron';",using like without wildcards: run.compute NOT LIKE 'tron',TRUE
122,E008_LikeWithoutWildcards,E008,"insert into cesc_pf_stmt_ext_wrk( pf_emp_code    , pf_dept_code   , pf_sec_code    , pf_prol_no     , pf_fm_seq      , pf_seq_no      , pf_sep_tag     , pf_source) select pfl_emp_code    , pfl_dept_code   , pfl_sec         , pfl_prol_no     , pf_fm_seq       , pf_seq_no       , pfl_sep_tag     , pf_source from cesc_pf_stmt_ext, cesc_pfl_emp_master where pfl_sep_tag like '0' and pfl_emp_code=pf_emp_code(+);",using like without wildcards: pfl_sep_tag LIKE '0',TRUE
123,E008_LikeWithoutWildcards,E008,select id into id_historical from historical where volume_id = id_volume and (action like 'expedicao' or action like 'conference');,"using like without wildcards: action LIKE 'expedicao', using like without wildcards: action LIKE 'conference'",TRUE
124,E008_LikeWithoutWildcards,E008,select * from first_test_name where firstname like 'bob ';,using like without wildcards: firstname LIKE 'bob ',TRUE
125,E008_LikeWithoutWildcards,E008,select * from table where fiels1 not like 'x' and field2 not like 'y';,"using like without wildcards: fiels1 NOT LIKE 'x', using like without wildcards: field2 NOT LIKE 'y'",TRUE
126,E008_LikeWithoutWildcards,E008,select name from memberdb where name like 'lim %' or name like '% lim' or name like '% lim %' or name like 'lim';,using like without wildcards: name LIKE 'lim',TRUE
127,E008_LikeWithoutWildcards,E008,"select forum.user.userid, forum.user.usergroupid, forum.user.password, forum.user.salt, forum.user.pmunread, forum.subscriptionlog.expirydate from forum.user inner join forum.subscriptionlog where forum.user.username like 'someuser';",using like without wildcards: forum.user.username LIKE 'someuser',TRUE
128,E008_LikeWithoutWildcards,E008,select column_name from information_schema.columns where table_name='lime_survey_98673' and column_name like '98673';,using like without wildcards: column_name LIKE '98673',TRUE
129,E008_LikeWithoutWildcards,E008,select * from emp where ename like 'king';,using like without wildcards: ename LIKE 'king',TRUE
130,E008_LikeWithoutWildcards,E008,"select *, count(`event_target`) `totalsum` from `testdb` where `account_id` = ? and (`event_target` like 'searchquery' or `event_title` like 'searchquery' or `event_name` like 'searchquery') group by `username`, `event_title`, `event_target` order by `totalsum` desc;","using like without wildcards: `event_target` LIKE 'searchquery', using like without wildcards: `event_title` LIKE 'searchquery', using like without wildcards: `event_name` LIKE 'searchquery'",TRUE
131,E008_LikeWithoutWildcards,E008,select * from your_name where category_id not like '90';,using like without wildcards: category_id NOT LIKE '90',TRUE
132,E008_LikeWithoutWildcards,E008,"insert into table1(user_uuid, login_id) select users_uuid, '1234' from table2 where first_name like 'ortal';",using like without wildcards: first_name LIKE 'ortal',TRUE
133,E008_LikeWithoutWildcards,E008,select * from products where p.name not like 'brand1%' and p.name not like 'specific product';,using like without wildcards: p.name NOT LIKE 'specific product',TRUE
134,E008_LikeWithoutWildcards,E008,"select busname, email, render_pic, area,logo, url, email, map, description, tag, catch_phrase, region from   results where  style like 'varstyle' and region like 'varregion' and bedrooms like 'varbedrooms' and bathrooms like 'varbathrooms' and price between varminprice and varmaxprice order by id desc;","using like without wildcards: style LIKE 'varstyle', using like without wildcards: region LIKE 'varregion', using like without wildcards: bedrooms LIKE 'varbedrooms', using like without wildcards: bathrooms LIKE 'varbathrooms'",TRUE
135,E008_LikeWithoutWildcards,E008,select c.id from `tags` `t` left join comictags as ct left join comics as c where ((t.tag like 'tag1') or (t.tag like 'tag2')) group by c.id;,"using like without wildcards: t.tag LIKE 'tag1', using like without wildcards: t.tag LIKE 'tag2'",TRUE
136,E008_LikeWithoutWildcards,E008,select description from tproduct where description like 'diamond';,using like without wildcards: description LIKE 'diamond',TRUE
137,E008_LikeWithoutWildcards,E008,select distinct motor from general g where g.year between 1998 and 2004 and g.motor like '4 cil 1.8 lts';,using like without wildcards: g.motor LIKE '4 cil 1.8 lts',TRUE
138,E008_LikeWithoutWildcards,E008,select * from administrators where username like 'thierry';,using like without wildcards: username LIKE 'thierry',TRUE
139,E008_LikeWithoutWildcards,E008,select * from all_updatable_columns where column_name like 'reqd col name';,using like without wildcards: column_name LIKE 'reqd col name',TRUE
140,E008_LikeWithoutWildcards,E008,"select  'inactive' ""status"",nvl(region,'total') region, count(region) regcount from temppivottest where status like 'inactive' group by rollup (region);",using like without wildcards: status LIKE 'inactive',TRUE
141,E009_UnnecessarySelectListInExists,E009,"select paramone, paramtwo from tablename where search_param = 'x' union all  select null, null from dual where not exists ( select paramone, paramtwo from tablename where search_param = 'x' );","unnecessary select list in exists subquery: paramone, paramtwo",TRUE
142,E009_UnnecessarySelectListInExists,E009,"insert into a (vala1, vala2, vala3, vala4) select valb1, valb2, valb3, valb4 from b where not exists(select vala1, vala2, vala3, vala4 from a where a.vala1 = b.valb1 and a.vala2 = b.valb2 and a.vala3 = b.valb3 and a.vala4 = b.valb4);","unnecessary select list in exists subquery: vala4, vala1, vala2, vala3",TRUE
143,E009_UnnecessarySelectListInExists,E009,"select match_ref, count(match_ref) from raw_mwbe where exists( select match_ref, wbe from raw_mwbe where wbe like ""p"" or wbe like ""n"") group by match_ref, wbe having count(match_ref)>1;","unnecessary select list in exists subquery: match_ref, wbe",TRUE
144,E009_UnnecessarySelectListInExists,E009,"select id, type, number from roads where number = '12' union select id, type, number from roads where number like '12%' and not exists ( select id, type, number from roads where number = '12' );","unnecessary select list in exists subquery: number, id, type",TRUE
145,E009_UnnecessarySelectListInExists,E009,"select l.email  as email, l.date      as date, l.ip        as user_ip, l.logid     as id from table as t where exists( select email,max(date)date from table group by email) and (ip is not null) group by t.email;","unnecessary select list in exists subquery: date, email",TRUE
146,E009_UnnecessarySelectListInExists,E009,"select * from address a where not exists ( select country,state union select 'us' as country, 'la' as state union select 'ind' as country, 'del' as state where e.country != a.country and e.state != a.state );","unnecessary select list in exists subquery: country, state",TRUE
147,E009_UnnecessarySelectListInExists,E009,"select * from cats outside where not exists(select * from cats cat where exists( select dog.foo,dog.bar from dogs dog where cat.foo = dog.foo and cat.bar = dog.bar) and outside.foo = cat.foo and outside.bar=cat.bar );","unnecessary select list in exists subquery: bar, foo",TRUE
148,E009_UnnecessarySelectListInExists,E009,"select a.id,a.name,split.item,a.flag from source_excel a where not exists ( select a.id,split.item from source_excel a join source_dw b );","unnecessary select list in exists subquery: item, id",TRUE
149,E009_UnnecessarySelectListInExists,E009,"delete from mycard t1 where t1.idmoney = 5 and t1.idcard = 80 and exists ( select idcard, year, money from mycard t2 where t2.idcard = t1.idcard and t2.year = t1.year and t2.money = t1.money group by t2.idcard, t2.year, t2.money having count(t2.idcard) > 1 ) and t1.id not in ( select min(id) from mycard where idmoney = 5 and idcard = 80 group by idcard, year );","unnecessary select list in exists subquery: money, year, idcard",TRUE
150,E009_UnnecessarySelectListInExists,E009,"select users.userid, year(membership.memyear) as memyear, users.mailto, users.streetaddress, users.address2, users.city, statelookup.state, users.zip from users inner join membership inner join statelookup where year(membership.memyear) = '2013' and not exists (select x.userid, year(membership.memyear) as memyear, x.mailto, x.streetaddress, x.address2, x.city, statelookup.state, x.zip from users x inner join membership as membership_1 inner join statelookup where year(membership_1.memyear) = '2014' and x.userid = users.userid);","unnecessary select list in exists subquery: zip, address2, city, mailto, streetaddress, memyear, state, userid",TRUE
151,E009_UnnecessarySelectListInExists,E009,"select sgtins_tmp_table.epc, sgtins.store from sgtins_tmp_table, sgtins where exists (select organization_id, sgtin from sgtins where client_id = 4 and sgtins.sgtin = sgtins_tmp_table.sgtin) and sgtins.client_id = 4 and sgtins_tmp_table.sgtin = sgtins.sgtin;","unnecessary select list in exists subquery: sgtin, organization_id",TRUE
152,E009_UnnecessarySelectListInExists,E009,"select  r12.id, r23.id, r13.id from    relations r12 join    relations r23 join    relations r13 where   not exists ( select  relation1_id, relation2_id, relation3_id from    triangles where   relation1_id = r12.id and relation2_id = r23.id and relation3_id = r13.id );","unnecessary select list in exists subquery: relation2_id, relation1_id, relation3_id",TRUE
153,E009_UnnecessarySelectListInExists,E009,"select item, size from t1 where t1.date = '2013-02-11' and not exists ( select item, size from t1 where t1.date = '2013-02-13' );","unnecessary select list in exists subquery: item, size",TRUE
154,E009_UnnecessarySelectListInExists,E009,"update pm set pm.amt = newvalue where exists ( select t.acct, t.amt from pm t where pm.acct = t.acct group by t.acct, t.amt having count(t.acct)>1 );","unnecessary select list in exists subquery: amt, acct",TRUE
155,E009_UnnecessarySelectListInExists,E009,"insert into tablename (col1,col2) select @par1, @par2 where not exists (select col1,col2 from tablename where col1=@par1 and col2=@par2);","unnecessary select list in exists subquery: col2, col1",TRUE
156,E009_UnnecessarySelectListInExists,E009,"select id,name from tbl_bkp t1 where not exists (select id,name from tbl_namecode where id=t1.id and name=t1.name );","unnecessary select list in exists subquery: name, id",TRUE
157,E009_UnnecessarySelectListInExists,E009,"select  i.agent , i.agency , i.customer , i.company from    table_1 as i where   not exists ( select p.agent , p.agency , p.customer , p.company from   table_2 as p where  i.agent = p.agent and i.agency = p.agency and i.customer = p.customer and i.company = p.company );","unnecessary select list in exists subquery: agent, agency, company, customer",TRUE
158,E009_UnnecessarySelectListInExists,E009,"select t1.id, avg(t1.score) avg1 from foo t1 group by t1.id having not exists ( select t2.id, avg(t2.score) avg2 from foo t2 group by t2.id having avg(t2.score) > avg(t1.score));","unnecessary select list in exists subquery: score, id",TRUE
159,E009_UnnecessarySelectListInExists,E009,"select valb1, valb2, valb3, valb4 from b where not exists(select vala1, vala2, vala3, vala4 from a where a.vala1 = b.valb1 and a.vala2 = b.valb2 and a.vala3 = b.valb3 and a.vala4 = b.valb4);","unnecessary select list in exists subquery: vala4, vala1, vala2, vala3",TRUE
160,E009_UnnecessarySelectListInExists,E009,"select a.number, a.c1,  a.c2,  a.c3 from table a where exists (select count(1), b.number from table b where b.number = a.number group by b.number having count(1) = 1);","unnecessary select list in exists subquery: number, 1",TRUE
161,E010_UnnecessaryIndexScan,E010,select * from user where name like '%mike%' or color = 'blue';,unnecessary index scan: %mike%,TRUE
162,E010_UnnecessaryIndexScan,E010,"select sc.id, sc.number, sc.name from tempdb..syscolumns sc inner join tempdb..sysobjects so on sc.id = so.id where so.name like '%mytable%';",unnecessary index scan: %mytable%,TRUE
163,E010_UnnecessaryIndexScan,E010,"update person set addr = left(addr, len(addr) - 2) + 'street' where addr like '% st';",unnecessary index scan: % st,TRUE
164,E010_UnnecessaryIndexScan,E010,select * from emp where name like '%a%e%';,unnecessary index scan: %a%e%,TRUE
165,E010_UnnecessaryIndexScan,E010,select columnname from tablename where columnname not like '%stack%';,unnecessary index scan: %stack%,TRUE
166,E010_UnnecessaryIndexScan,E010,select * from street where street_name like '%park%ave%10%';,unnecessary index scan: %park%ave%10%,TRUE
167,E010_UnnecessaryIndexScan,E010,select * from `words` where `word` like '%person%';,unnecessary index scan: %person%,TRUE
168,E010_UnnecessaryIndexScan,E010,select * from fiberbox where field like '1740 %' or field like '%1938 ' or field like '%1940 % test';,"unnecessary index scan: %1938, unnecessary index scan: %1940 % test",TRUE
169,E010_UnnecessaryIndexScan,E010,select * from parameters where name like '%\n%';,unnecessary index scan: %\n%,TRUE
170,E010_UnnecessaryIndexScan,E010,select * from tablename where column like '%company%';,unnecessary index scan: %company%,TRUE
171,E010_UnnecessaryIndexScan,E010,select name from table where age like '%5%';,unnecessary index scan: %5%,TRUE
172,E010_UnnecessaryIndexScan,E010,"select  a.s_oid, a.s_id, a.area_acre, a.power_peak, a.nearby_city, a.solar_total from global_site a cross join na_utility_line b where (a.power_peak between 1.0 and  100.0) and a.area_acre >= 500 and a.solar_avg >= 5.0 and a.pc_num <= 1000 and (a.fips_level1 = '06'  and a.fips_country = 'us' and a.fips_level2 = '025') and b.volt_mn_kv >= 69 and b.fips_code like '%us06%' and b.status = 'active' and st_within(st_centroid(a.wkb_geometry), st_buffer((b.wkb_geometry), 1000));",unnecessary index scan: %us06%,TRUE
173,E010_UnnecessaryIndexScan,E010,select * from table_name where name like '%word1%' and name like '%word2%';,"unnecessary index scan: %word1%, unnecessary index scan: %word2%",TRUE
174,E010_UnnecessaryIndexScan,E010,"select m.* from dbo.mytable m where acolumn like '%val' order by (case when acolumn like '[a-z]%' then 0 else 1 end), acolumn;",unnecessary index scan: %val,TRUE
175,E010_UnnecessaryIndexScan,E010,select distinct city from station where city like '%a' or city like '%e' or city like '%i' or city like '%o' or city like '%u';,"unnecessary index scan: %a, %e, %i, %o, %u",TRUE
176,E010_UnnecessaryIndexScan,E010,select * from yourtable where field like '%a%' or field like '%b%' or field like '%c%';,"unnecessary index scan: %a%, %b%, %c%",TRUE
177,E010_UnnecessaryIndexScan,E010,select * from table1 where table1.id like '%1234';,unnecessary index scan: %1234,TRUE
178,E010_UnnecessaryIndexScan,E010,"update table set col = substring(col,1,charindex('like',col,0)-1) where column like '%like%';",unnecessary index scan: %like%,TRUE
179,E010_UnnecessaryIndexScan,E010,"select movie.id, movie.title, alsokownas.aka from movie left join alsoknowas on movie.id = alsoknowas.movieid where title like '%searchterm%';",unnecessary index scan: %searchterm%,TRUE
180,E010_UnnecessaryIndexScan,E010,"select a.noteid, a.firstname, a.lastname, a.status, a.category, a.name, a.followupdate from ( select n.noteid, t.firstname, t.lastname, s.name as status, tc.name as category, d.name, n.followupdate as followupdate, row_number() over (partition by t.firstname, t.lastname order by n.noteid desc) rnk from notes n join talentnotes tn on n.noteid=tn.noteid join talents t on t.talentid=tn.talentid join talentstatuses s on s.talentstatusid=t.talentstatusid join talentcategories tc on tc.talentcategoryid=t.talentcategoryid join divisions d on d.divisionid=t.divisionid where tc.name = 'g1' and t.emailaddress not like '%x3%' or tc.name = 'x1' and t.emailaddress not like '%x3%')a where a.rnk = 1;",unnecessary index scan: %x3%,TRUE
181,E011_UnnecessaryDistinctInAggregations,E011,"select `utm source`, `users` , count(*) from ( select  distinct `utm source`, `company id`, sum(distinct `active users`) as users from customers group by `utm source`, `company id`)  customers_2 group by `utm source`,  `users`;",unnecessary distinct in aggregate function: sum(DISTINCT `active users`),TRUE
182,E011_UnnecessaryDistinctInAggregations,E011,"select sum(distinct money) as sum_money, m.created_at from receipt r join material m group by m.created_at;",unnecessary distinct in aggregate function: sum(DISTINCT money),TRUE
183,E011_UnnecessaryDistinctInAggregations,E011,select itemid from stock group by itemid having sum(distinct warehouseid) = (select sum(warehouseid) from warehouse);,unnecessary distinct in aggregate function: sum(DISTINCT warehouseid),TRUE
184,E011_UnnecessaryDistinctInAggregations,E011,"select department, sum(distinct price) from products join ratings on product_id=products.id where rating=5 group by department;",unnecessary distinct in aggregate function: sum(DISTINCT price),TRUE
185,E011_UnnecessaryDistinctInAggregations,E011,select sum( distinct case when a.gender like 'm%' then 1 else null end) as males;,unnecessary distinct in aggregate function: sum(DISTINCT CASE WHEN a.gender LIKE 'm%' THEN 1 ELSE NULL END),TRUE
186,E011_UnnecessaryDistinctInAggregations,E011,select sum(distinct value) as total from table;,unnecessary distinct in aggregate function: sum(DISTINCT value),TRUE
187,E011_UnnecessaryDistinctInAggregations,E011,"select col1, sum(distinct col2) as s from tbl1 where col1='abbc' group by col1 order by s asc;",unnecessary distinct in aggregate function: sum(DISTINCT col2),TRUE
188,E011_UnnecessaryDistinctInAggregations,E011,"select col1, sum(distinct col2) as s from tbl1 where col1='abbc' group by col1 order by s asc;",unnecessary distinct in aggregate function: sum(DISTINCT col2),TRUE
189,E011_UnnecessaryDistinctInAggregations,E011,"select product_type, segment_type, sum(distinct promotion_value)promotion_value from sample_data group by product_type, cube(segment_type) order by product_type;",unnecessary distinct in aggregate function: sum(DISTINCT promotion_value),TRUE
190,E011_UnnecessaryDistinctInAggregations,E011,"select p.color, array_agg(distinct pg.group_id) as groups, sum(distinct installs) as installs from performance p join performance_groups pg group by color;",unnecessary distinct in aggregate function: sum(DISTINCT installs),TRUE
191,E011_UnnecessaryDistinctInAggregations,E011,"select avg(distinct event_count), min(event_count), max(event_count) from numstest a join (select patient_id, count(*) as event_count from numstest group by patient_id) b;",unnecessary distinct in aggregate function: avg(DISTINCT event_count),TRUE
192,E011_UnnecessaryDistinctInAggregations,E011,"select sum(distinct money_spent.value), sum(distinct money_earned.value) from user join money_spent on money_spent.userid = user.userid join money_earned on money_earned.userid = user.userid;","unnecessary distinct in aggregate function: sum(DISTINCT money_spent.value), unnecessary distinct in aggregate function: sum(DISTINCT money_earned.value)",TRUE
193,E011_UnnecessaryDistinctInAggregations,E011,"select sum(distinct cast(ar_all_bills.a_unpaid_balance as decimal(5,2))) as ""total unpaid balance"" from ar_all_bills  where a_ar_customer_cid = 100059 group by a_ar_customer_cid;","unnecessary distinct in aggregate function: sum(DISTINCT CAST(ar_all_bills.a_unpaid_balance AS decimal (5, 2)))",TRUE
194,E011_UnnecessaryDistinctInAggregations,E011,"select blocks.user_id, sum(distinct payout_history.amount) as amount from blocks left join payout_history where confirms > 520 group by blocks.user_id;",unnecessary distinct in aggregate function: sum(DISTINCT payout_history.amount),TRUE
195,E011_UnnecessaryDistinctInAggregations,E011,"select `utm source`, `users` from ( select  distinct `utm source`, `company id`, sum(distinct `active users`) as users from customers group by `utm source`, `company id`)  customers_2;",unnecessary distinct in aggregate function: sum(DISTINCT `active users`),TRUE
196,E011_UnnecessaryDistinctInAggregations,E011,"select work.workid, work.description, machine.machinedescription, name.name, work2.regmin, work.minutes, (select sum(distinct minutes) from   work w where  w.machineid = machine.machineid) total_minutes from   work work join machine machine left join work2 work2 left join name name;",unnecessary distinct in aggregate function: sum(DISTINCT minutes),TRUE
197,E011_UnnecessaryDistinctInAggregations,E011,"select `utm source`, `users` from ( select  distinct `utm source`, `company id`, sum(distinct `active users`) as users from customers group by `utm source`, `company id`) as customers_2 group by `utm source`;",unnecessary distinct in aggregate function: sum(DISTINCT `active users`),TRUE
198,E011_UnnecessaryDistinctInAggregations,E011,"select  a.user_id , count(distinct b.client_id) count_client_id, sum( distinct c.client_price) sum_client_price, max(b.act_date) max_act_date from    tbl_user a inner join tbl_sactivity b inner join tbl_client c group by a.user_id;",unnecessary distinct in aggregate function: sum(DISTINCT c.client_price),TRUE
199,E011_UnnecessaryDistinctInAggregations,E011,"select `utm source`, sum(`users`) from ( select  distinct `utm source`, `company id`, sum(distinct `active users`) as users from customers group by `utm source`, `company id`)  customers_2 group by `utm source`;",unnecessary distinct in aggregate function: sum(DISTINCT `active users`),TRUE
200,E011_UnnecessaryDistinctInAggregations,E011,"select id_a, id_b, nu_b, date_trunc('month', dt_date) :: date as dt_month, sum( distinct (1 << (date_part('day', dt_date)::int) -1) ) as nu_bit_days from test group by id_a, id_b, nu_b, date_trunc('month', dt_date) :: date ;","unnecessary distinct in aggregate function: sum(DISTINCT (1 << (date_part('day', dt_date)::int) - 1))",TRUE
201,E012_UnnecessaryCountArgument,E012,"select analytics.source as referrer, count(analytics.id) as frequency, sum(if(transactions.status = 'completed', 1, 0)) as sales from analytics left join transactions on analytics.id = transactions.analytics where analytics.user_id = 52094 group by analytics.source order by frequency desc limit 10;",unnecessary count argument: count(analytics.id),TRUE
202,E012_UnnecessaryCountArgument,E012,select count(order_header_id) from order_lines where sum(accounting_total) <= 500;,"unnecessary count argument: count(order_header_id), unnecessary count argument: sum(accounting_total)",TRUE
203,E012_UnnecessaryCountArgument,E012,"select a.source as referrer, count(a.id) as frequency, sum(t.sales) as sales from (select id, source from analytics where user_id = 52094) a left join (select analytics, case when status = 'completed' then 1 else 0 end as sales from transactions) t on a.id = t.analytics group by a.source order by frequency desc limit 10;",unnecessary count argument: count(a.id),TRUE
204,E012_UnnecessaryCountArgument,E012,"select source, count(id) as frequency from analytics where user_id = 52094 group by source order by frequency desc limit 10;",unnecessary count argument: count(id),TRUE
205,E012_UnnecessaryCountArgument,E012,select count(order_id) from orders;,unnecessary count argument: count(order_id),TRUE
206,E012_UnnecessaryCountArgument,E012,"select e.id, e.name, count(d.social_security) as number_of_departments from employee e inner join department d where d.social_security=e.social_security group by social_security;",unnecessary count argument: count(d.social_security),TRUE
207,E012_UnnecessaryCountArgument,E012,select count(id) from profile where registration_date between now() -  interval 7 day and now();,unnecessary count argument: count(id),TRUE
208,E012_UnnecessaryCountArgument,E012,select * from table_name where primarykey in ( select primarykey from table_name group by primarykey having count(primarykey) > 1 ) order by primarykey;,unnecessary count argument: count(primarykey),TRUE
209,E012_UnnecessaryCountArgument,E012,"select customerid, count(customerid) from maintenance where actiontype = 2 group by customerid having count(customerid) >= 1;","unnecessary count argument: count(customerid), unnecessary count argument: count(customerid)",TRUE
210,E012_UnnecessaryCountArgument,E012,"select t1.id, t1.name, t1.country, count(bid) as bookings, sum(case when t2.vehicle = 'plane' then 1 else 0 end) as plane, sum(case when t2.vehicle = 'train' then 1 else 0 end) as train, sum(case when t2.vehicle = 'bus' then 1 else 0 end) as bus from table1 t1 inner join table2 t2 on t1.id = t2.origin or t1.id = t2.destination group by t1.id, t1.name, t1.country order by t1.id asc;",unnecessary count argument: count(bid),TRUE
211,E012_UnnecessaryCountArgument,E012,select id from table group by id having count(id) > 2;,unnecessary count argument: count(id),TRUE
212,E012_UnnecessaryCountArgument,E012,"select id, names, count(names), total from tbl_products, (select count(distinct names) as total from tbl_products) as total where type = '1' group by names;",unnecessary count argument: count(names),TRUE
213,E012_UnnecessaryCountArgument,E012,"select name, count(email) from users group by email having count(email) > 1;",unnecessary count argument: count(email),TRUE
214,E012_UnnecessaryCountArgument,E012,"select a.post_name,a.post_title,a.id,b.meta_value as _sku from wp_posts a inner join (select meta_value,max(post_id) as post_id from wp_postmeta where meta_key='_sku' group by meta_value having count(meta_value) > 1 ) b on a.id=b.post_id where post_type = 'product' and   post_status = 'publish';",unnecessary count argument: count(meta_value),TRUE
215,E012_UnnecessaryCountArgument,E012,"select id, count(id) from table1 group by id having count(id)>1;",unnecessary count argument: count(id),TRUE
216,E012_UnnecessaryCountArgument,E012,"select customer, count(liked) as total_likes from table where liked = 'true' group by customer;",unnecessary count argument: count(liked),TRUE
217,E012_UnnecessaryCountArgument,E012,"select m.start_time, count(r.seconds) from dbo.minutes m group by m.start_time;",unnecessary count argument: count(r.seconds),TRUE
218,E012_UnnecessaryCountArgument,E012,select a.id from result a cross join result b where b.count = (select max(count) from result);,no errors,TRUE
219,E012_UnnecessaryCountArgument,E012,"select orders.entrydate as ""date"", count(orders.orderno) as ""orders"", sum(case when orders.reason is null then 1 else 0 end) as ""replacements"" from orders where orders.reason is null and orders.entrydate = '09-may-2014' and orders.customerno = 'a001' group by orders.entrydate;",unnecessary count argument: count(orders.orderno),TRUE
220,E012_UnnecessaryCountArgument,E012,select count(f.id_foo) from my_remote_server_public.my_remote_server_public_foo f where f.date < _my_date;,unnecessary count argument: count(f.id_foo),TRUE
221,E013_UnnecessaryGroupByAttribute,E013,select count(*) as countbyid from items where fkid = 2003799 group by fkid having countbyid>1 order by countbyid;,unnecessary group by attribute: fkid,TRUE
222,E013_UnnecessaryGroupByAttribute,E013,"select v.concode,c.conname, min(v.rate), v.vendor from venprices v, country c where c.conid = v.concode group by c.conid;",unnecessary group by attribute: country.conid,TRUE
223,E013_UnnecessaryGroupByAttribute,E013,select u from user u where size(u.comments) = ( select max(count(c.id)) from user u2 inner join u2.comments c group by u2.id );,unnecessary group by attribute: user.id,TRUE
224,E013_UnnecessaryGroupByAttribute,E013,select t.person_id from table t group by t.personid having count(t.personid) > 3;,unnecessary group by attribute: table.personid,TRUE
